,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category
4384,R-S-3374,07/07/2021,22:33:09,Oversized Cotton T-shirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,135,136,Sweat Pants
4385,R-S-3374,07/07/2021,22:33:09,Super Oversized Zip-Up Hoodie - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4386,R-S-3375,07/07/2021,22:40:34,Light Palazzo Sweat Pants - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Pants
4387,R-S-3375,07/07/2021,22:40:34,Super Oversized Zip-Up Hoodie - Berry Nude - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,Low,1,LB,Local shipping,Iphone,91,92,Hoodie
4388,R-S-3376,07/07/2021,23:33:02,Light Palazzo Sweat Pants - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Pants
4389,R-S-3376,07/07/2021,23:33:02,Oversized Cotton T-shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweat Pants
4390,R-S-3376,07/07/2021,23:33:02,Super Oversized Zip-Up Hoodie - Berry Nude - S,Yes,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,49,1,1,0,Custom,114,Low,1,LB,Local shipping,Web,113,114,Hoodie
4391,R-S-3377,08/07/2021,7:59:49,Fighter Tshirt - White - S,No,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,29,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4392,R-S-3377,08/07/2021,7:59:49,Ribbed Leggings - Black - M,No,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Leggings
4393,R-S-3377,08/07/2021,7:59:49,Super Oversized Zip-Up Hoodie - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,100,101,Hoodie
4394,R-S-3378,08/07/2021,10:16:17,Light Hoodie - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4395,R-S-3378,08/07/2021,10:16:17,Light Palazzo Sweat Pants - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Pants
4396,R-S-3378,08/07/2021,10:16:17,Light Palazzo Sweat Pants - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Pants
4397,R-S-3378,08/07/2021,10:16:17,Oversized Cotton T-shirt with Pocket - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4398,R-S-3378,08/07/2021,10:16:17,Oversized Cotton T-shirt with Pocket - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4399,R-S-3378,08/07/2021,10:16:17,Ribbed Leggings - Berry Nude - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,270,271,Leggings
4400,R-S-3378,08/07/2021,10:16:17,Super Oversized Zip-Up Hoodie - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4401,R-S-3379,08/07/2021,10:32:20,Ribbed Leggings - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,22,23,Leggings
4402,R-S-3380,08/07/2021,12:56:02,Light Palazzo Sweat Pants - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Pants
4403,R-S-3380,08/07/2021,12:56:02,Light Palazzo Sweat Pants - Berry Nude - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Custom,0,Low,1,LB,Local shipping,Shopify_draft_order,245,246,Pants
4404,R-S-3380,08/07/2021,12:56:02,Light Palazzo Sweat Pants - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Pants
4405,R-S-3380,08/07/2021,12:56:02,Oversized Cotton T-shirt with Pocket - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4406,R-S-3380,08/07/2021,12:56:02,Oversized Cotton T-shirt with Pocket - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4407,R-S-3380,08/07/2021,12:56:02,Super Oversized Zip-Up Hoodie - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
4408,R-S-3381,08/07/2021,12:58:11,Light Basic Sweatpants - Taupe - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,80,81,Sweat Pants
4409,R-S-3381,08/07/2021,12:58:11,Light Hoodie - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4410,R-S-3382,08/07/2021,12:58:17,Light Sweatshirt - Mocha - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
4411,R-S-3382,08/07/2021,12:58:17,Ribbed Leggings - Mocha - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,77,78,Leggings
4412,R-S-3382,08/07/2021,12:58:17,Ribbed Shorts - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Shorts
4413,R-S-3383,08/07/2021,15:20:30,Light Basic Sweatpants - Berry Nude - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,168,169,Sweat Pants
4414,R-S-3383,08/07/2021,15:20:30,Light Ribbed Sweatpants - Lavender - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4415,R-S-3383,08/07/2021,15:20:30,Super Oversized Zip-Up Hoodie - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4416,R-S-3383,08/07/2021,15:20:30,Super Oversized Zip-Up Hoodie - Lavender - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4417,R-S-3384,08/07/2021,16:22:51,Ribbed Leggings - Taupe - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,37,38,Leggings
4418,R-S-3384,08/07/2021,16:22:51,Ribbed Shorts - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Shorts
4419,R-S-3385,08/07/2021,18:42:11,Basic Tshirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,110,111,Sweat Pants
4420,R-S-3385,08/07/2021,18:42:11,Light Palazzo Sweat Pants - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Pants
4421,R-S-3385,08/07/2021,18:42:11,Super Oversized Zip-Up Hoodie - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4422,R-S-3386,08/07/2021,19:17:07,Oversized Cotton T-shirt with Pocket - Berry Nude - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Manual,0,Low,1,LB,Local shipping,Iphone,35,36,Sweat Pants
4423,R-S-3387,08/07/2021,20:22:15,Light Basic Sweatpants - Mocha - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweat Pants
4424,R-S-3387,08/07/2021,20:22:15,Super Oversized Zip-Up Hoodie - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,Low,1,LB,Local shipping,Iphone,84,85,Hoodie
4425,R-S-3388,08/07/2021,23:33:54,Light Basic Sweatpants - Lavender - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,80,81,Sweat Pants
4426,R-S-3388,08/07/2021,23:33:54,Light Hoodie - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4427,R-S-3389,09/07/2021,0:07:44,Light Palazzo Sweat Pants - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Pants
4428,R-S-3389,09/07/2021,0:07:44,Light Palazzo Sweat Pants - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Pants
4429,R-S-3389,09/07/2021,0:07:44,Oversized Cotton T-shirt - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4430,R-S-3389,09/07/2021,0:07:44,Oversized Cotton T-shirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4431,R-S-3389,09/07/2021,0:07:44,Oversized Cotton T-shirt - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4432,R-S-3389,09/07/2021,0:07:44,Super Oversized Zip-Up Hoodie - Berry Nude - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,Low,1,LB,Local shipping,Iphone,248,249,Hoodie
4433,R-S-3389,09/07/2021,0:07:44,Super Oversized Zip-Up Hoodie - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Hoodie
4434,R-S-3390,09/07/2021,10:20:29,Oversized Cotton T-shirt - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweat Pants
4435,R-S-3390,09/07/2021,10:20:29,Ribbed Leggings - Mocha - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,59,60,Leggings
4436,R-S-3390,09/07/2021,10:20:29,Ribbed Shorts - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Shorts
4437,R-S-3391,09/07/2021,11:50:12,Light Basic Sweatpants - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4438,R-S-3391,09/07/2021,11:50:12,Light Sweatshirt - Lavender - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40,1,1,0,Custom,0,Low,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
4439,R-S-3392,09/07/2021,12:07:07,Light Sweatshirt - Black - M,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,40,1,1,43.4,Manual,0,Low,0,LB,0,Shopify_draft_order,43.4,43.4,Sweatshirt
4440,R-S-3392,09/07/2021,12:07:07,Ribbed Leggings - Black - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,22,1,1,0,Manual,0,0,0,LB,0,Shopify_draft_order,0,0,Leggings
4441,R-S-3393,09/07/2021,13:05:24,Light Palazzo Sweat Pants - Berry Nude - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,42,1,1,0,Manual,0,0,0,LB,0,Shopify_draft_order,0,0,Pants
4442,R-S-3393,09/07/2021,13:05:24,Light Palazzo Sweat Pants - Taupe - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Pending,42,1,1,91,Manual,90,Low,1,LB,Local shipping,Shopify_draft_order,182,183,Pants
4443,R-S-3393,09/07/2021,13:05:24,Super Oversized Zip-Up Hoodie - Berry Nude - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
4444,R-S-3393,09/07/2021,13:05:24,Super Oversized Zip-Up Hoodie - Taupe - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Pending,49,1,1,0,Manual,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
4445,R-S-3394,09/07/2021,13:05:58,Light Palazzo Sweat Pants - Taupe - M,No,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,42,1,1,0,Custom,92,Low,1,LB,Local shipping,Shopify_draft_order,91,92,Pants
4446,R-S-3394,09/07/2021,13:05:58,Super Oversized Zip-Up Hoodie - Taupe - M,No,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
4447,R-S-3395,09/07/2021,13:23:20,Light Ribbed Sweatpants - White - S,No,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4448,R-S-3395,09/07/2021,13:23:20,Light Sweatshirt - White - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,40,1,1,0,Custom,75,Low,1,LB,Local shipping,Shopify_draft_order,75,76,Sweatshirt
4449,R-S-3396,09/07/2021,13:45:08,Second Skin High Neck T-Shirt - White - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14,1,1,0,Custom,0,Low,0,LB,Free Shipping,Shopify_draft_order,93.5,93.5,Sweat Pants
4450,R-S-3396,09/07/2021,13:45:08,Second Skin T-Shirt - Stone - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilledfulfilled,24,2,2,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4451,R-S-3396,09/07/2021,13:45:08,Second Skin T-Shirt - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12,2,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4452,R-S-3396,09/07/2021,13:45:08,Super Oversized Zip-Up Hoodie - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
4453,R-S-3397,09/07/2021,14:01:06,Light Basic Sweatpants - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4454,R-S-3397,09/07/2021,14:01:06,Light Hoodie - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
4455,R-S-3397,09/07/2021,14:01:06,Light Ribbed Sweatpants - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4456,R-S-3397,09/07/2021,14:01:06,Light Sweatshirt - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
4457,R-S-3397,09/07/2021,14:01:06,Oversized Cotton T-shirt - White - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22,1,1,0,Custom,75.22,Low,0,LB,0,Shopify_draft_order,212.5,212.5,Sweat Pants
4458,R-S-3397,09/07/2021,14:01:06,Super Oversized Zip-Up Hoodie - Black - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
4459,R-S-3398,09/07/2021,15:38:50,Balloon Shirt - Blue Pattern - OS,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,39,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4460,R-S-3398,09/07/2021,15:38:50,Beta Basic Longsleeve Tshirt - White - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,29,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4461,R-S-3398,09/07/2021,15:38:50,Fuschia Linen Shirt - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,29,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4462,R-S-3398,09/07/2021,15:38:50,Light Palazzo Sweat Pants - Berry Nude - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Pants
4463,R-S-3398,09/07/2021,15:38:50,Oversized Cotton T-shirt - Berry Nude - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4464,R-S-3398,09/07/2021,15:38:50,Oversized Cotton T-shirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,232,233,Sweat Pants
4465,R-S-3398,09/07/2021,15:38:50,Super Oversized Zip-Up Hoodie - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4466,R-S-3399,09/07/2021,16:27:16,Oversized Cotton T-shirt - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4467,R-S-3399,09/07/2021,16:27:16,Ribbed Leggings - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Cash,0,Low,0,LB,0,Pos,56.25,56.25,Leggings
4468,R-S-3399,09/07/2021,16:27:16,Ribbed Shorts - Lavender - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15,1,1,0,Cash,0,0,0,LB,0,Pos,0,0,Shorts
4469,R-S-3400,09/07/2021,16:31:39,Light Hoodie - Sapphire - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Cash,0,Low,0,LB,0,Shopify_draft_order,0,0,Hoodie
4470,R-S-3400,09/07/2021,16:31:39,Ribbed Leggings - Sapphire - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Cash,0,0,0,LB,0,Shopify_draft_order,0,0,Leggings
4471,R-S-3401,09/07/2021,16:37:53,Bracelet Rope,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,5,1,1,0,Cash,0,Low,0,LB,0,Pos,5,5,Rope
4472,R-S-3402,09/07/2021,21:51:14,Light Basic Sweatpants - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Cash,0,0,0,LB,0,Pos,0,0,Sweat Pants
4473,R-S-3402,09/07/2021,21:51:14,Ribbed Leggings - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Cash,0,0,0,LB,0,Pos,0,0,Leggings
4474,R-S-3402,09/07/2021,21:51:14,Ribbed Leggings - Sapphire - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Manual,0,Low,1,LB,Local shipping,Iphone,177,178,Leggings
4475,R-S-3402,09/07/2021,21:51:14,Super Oversized Zip-Up Hoodie - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Hoodie
4476,R-S-3402,09/07/2021,21:51:14,Super Oversized Zip-Up Hoodie - Sapphire - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Hoodie
4477,R-S-3403,09/07/2021,23:26:20,Fighter Tshirt - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweat Pants
4478,R-S-3403,09/07/2021,23:26:20,Light Basic Sweatpants - Berry Nude - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,121,122,Sweat Pants
4479,R-S-3403,09/07/2021,23:26:20,Light Ribbed Sweatpants - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4480,R-S-3403,09/07/2021,23:26:20,Oversized Cotton T-shirt - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
4481,R-S-3404,09/07/2021,23:59:14,Light Basic Sweatpants - Sapphire - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,1,LB,Local shipping,Shopify_draft_order,244,245,Sweat Pants
4482,R-S-3404,09/07/2021,23:59:14,Light Hoodie - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
4483,R-S-3404,09/07/2021,23:59:14,Light Hoodie - Lavender - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
4484,R-S-3404,09/07/2021,23:59:14,Light Ribbed Sweatpants - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4485,R-S-3404,09/07/2021,23:59:14,Light Ribbed Sweatpants - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
4486,R-S-3404,09/07/2021,23:59:14,Super Oversized Zip-Up Hoodie - Sapphire - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
4487,R-S-3405,10/07/2021,10:21:30,Ribbed Leggings - Stone - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,71,72,Leggings
4488,R-S-3405,10/07/2021,10:21:30,Super Oversized Zip-Up Hoodie - Stone - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4489,R-S-3406,10/07/2021,12:46:46,Ribbed Shorts - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Shorts
4490,R-S-3406,10/07/2021,12:46:46,Ribbed Shorts - Lavender - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,15,1,1,0,Custom,45,Low,1,LB,Local shipping,Web,45,46,Shorts
4491,R-S-3406,10/07/2021,12:46:46,Ribbed Shorts - Mocha - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,15,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Shorts
4492,R-S-3407,10/07/2021,13:46:31,Fighter Tshirt - White - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,29,1,1,0,Manual,27.39,Low,0,LB,0,Iphone,106.75,106.75,Sweat Pants
4493,R-S-3407,10/07/2021,13:46:31,Light Ribbed Sweatpants - Black - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweat Pants
4494,R-S-3407,10/07/2021,13:46:31,Super Oversized Zip-Up Hoodie - Black - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Hoodie
4495,R-S-3408,10/07/2021,13:50:58,Longsleeve Statement Tshirt - White - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,39,40,Sweat Pants
4496,R-S-3409,10/07/2021,17:17:04,Light Basic Sweatpants - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Cash,0,Low,0,LB,0,Pos,80,80,Sweat Pants
4497,R-S-3409,10/07/2021,17:17:04,Light Hoodie -Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Cash,0,0,0,LB,0,Pos,0,0,Hoodie
4498,R-S-3410,10/07/2021,17:22:44,Light Palazzo Sweat Pants - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42,1,1,0,Cash,0,0,0,LB,0,Pos,0,0,Pants
4499,R-S-3410,10/07/2021,17:22:44,Light Sweatshirt - White - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40,1,1,0,Cash,0,Low,0,LB,0,Pos,82,82,Sweatshirt
4500,R-S-3411,10/07/2021,17:38:13,Light Basic Sweatpants - Mocha - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,1,LB,Local shipping,Web,80,81,Sweat Pants
4501,R-S-3411,10/07/2021,17:38:13,Light Hoodie - Mocha - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
4502,R-S-3412,10/07/2021,18:01:54,Super Oversized Zip-Up Hoodie - Berry Nude - M,Yes,Cancelled,USD,Voided,Fulfilled,Fulfilled,49,1,1,45,Custom,0,Low,0,LB,0,Shopify_draft_order,45,45,Hoodie
