,Unnamed: 0,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category,Month of Order,Year of Order
5458,5458,R-S-3725,23/08/2021,14:07:12,Super Oversized Zip-Up Hoodie - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Hoodie,8,2021
5459,5459,R-S-3726,24/08/2021,9:25:38,Ribbed Leggings - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Leggings,8,2021
5460,5460,R-S-3726,24/08/2021,9:25:38,Ribbed Shorts - Mocha - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Shorts,8,2021
5461,5461,R-S-3726,24/08/2021,9:25:38,Ribbed Shorts - Sapphire - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Shorts,8,2021
5462,5462,R-S-3726,24/08/2021,9:25:38,Ribbed Shorts - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Shorts,8,2021
5463,5463,R-S-3726,24/08/2021,9:25:38,Super Oversized Zip-Up Hoodie - Mocha - M,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,129.5,Custom,0,Low,1.5,LB,Local shipping,Web,128,129.5,Hoodie,8,2021
5464,5464,R-S-3727,24/08/2021,13:57:46,Fighter Tshirt - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29,1,1,0,Cash,0,Low,0,LB,Local shipping,Pos,29,29,Sweat Pants,8,2021
5465,5465,R-S-3728,24/08/2021,16:15:19,Oversized Shirt - Sage - L,Yes,Cancelled,USD,Paid,Unfulfilled,Pending,49,1,1,0,Cash,0,Low,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5466,5466,R-S-3729,24/08/2021,16:18:18,Fighter Tshirt - White - S,Yes,Cancelled,USD,Paid,Unfulfilled,Pending,29,2,1,0,Cash,0,Low,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5467,5467,R-S-3730,25/08/2021,11:23:26,Beta Basic Longsleeve Tshirt - Black - S,No,Not Cancelled,USD,Paid,Unfulfilled,Fulfilled,29,1,1,0,Cash,0,0,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5468,5468,R-S-3730,25/08/2021,11:23:26,Beta Basic Longsleeve Tshirt - White - S,No,Not Cancelled,USD,Paid,Unfulfilled,Fulfilled,29,1,1,0,Cash,0,0,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5469,5469,R-S-3730,25/08/2021,11:23:26,Fighter Tshirt - White - S,No,Not Cancelled,USD,Paid,Unfulfilled,Fulfilled,29,1,1,0,Cash,0,0,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5470,5470,R-S-3730,25/08/2021,11:23:26,Gamma Basic Longsleeve Tshirt - White - S,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,29,1,1,0,Cash,0,0,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5471,5471,R-S-3730,25/08/2021,11:23:26,Light Basic Sweatpants - Sapphire - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,29,Custom,0,Low,1.5,LB,Local shipping,Shopify_draft_order,263,264.5,Sweat Pants,8,2021
5472,5472,R-S-3730,25/08/2021,11:23:26,Light Hoodie - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Hoodie,8,2021
5473,5473,R-S-3730,25/08/2021,11:23:26,Light Hoodie - Sapphire - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Hoodie,8,2021
5474,5474,R-S-3730,25/08/2021,11:23:26,Ribbed Leggings - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Leggings,8,2021
5475,5475,R-S-3731,25/08/2021,13:21:08,Oversized Polo Shirt - Olive - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Cash,0,Low,0,LB,Local shipping,Pos,49,49,Sweat Pants,8,2021
5476,5476,R-S-3732,26/08/2021,11:31:29,Oversized Shirt - Floral - L,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49,1,1,98,Manual,0,Low,0,LB,Local shipping,Pos,147,147,Sweat Pants,8,2021
5477,5477,R-S-3732,26/08/2021,11:31:29,Oversized Shirt - Floral - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,Local shipping,Pos,0,0,Sweat Pants,8,2021
5478,5478,R-S-3732,26/08/2021,11:31:29,Oversized Shirt - Sage - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49,1,1,0,Manual,0,0,0,LB,Local shipping,Pos,0,0,Sweat Pants,8,2021
5479,5479,R-S-3733,26/08/2021,11:40:25,Fighter Tshirt - Black - L,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,29,1,1,0,Custom,29,Low,1.5,LB,Local shipping,Web,29,30.5,Sweat Pants,8,2021
5480,5480,R-S-3734,26/08/2021,11:58:23,Light Ribbed Sweatpants - Mocha - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Manual,0,Low,1.5,LB,Local shipping,Iphone,84,85.5,Sweat Pants,8,2021
5481,5481,R-S-3734,26/08/2021,11:58:23,Super Oversized Zip-Up Hoodie - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,Local shipping,Iphone,0,0,Hoodie,8,2021
5482,5482,R-S-3735,26/08/2021,12:11:08,Oversized Cotton T-shirt with Pocket - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Manual,0,Low,0,LB,Local shipping,Pos,35,35,Sweat Pants,8,2021
5483,5483,R-S-3736,26/08/2021,12:12:27,Light Hoodie - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Manual,0,0,0,LB,Local shipping,Pos,0,0,Hoodie,8,2021
5484,5484,R-S-3736,26/08/2021,12:12:27,Light Hoodie - Stone - S,No,Not Cancelled,USD,Paid,Fulfilled,Pending,45,1,1,0,Manual,0,0,0,LB,Local shipping,Pos,0,0,Hoodie,8,2021
5485,5485,R-S-3736,26/08/2021,12:12:27,Ribbed Leggings - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,45,Custom,0,Low,1.5,LB,Local shipping,Web,112,113.5,Leggings,8,2021
5486,5486,R-S-3737,26/08/2021,13:55:47,Light Basic Sweatpants - Taupe - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,8,2021
5487,5487,R-S-3737,26/08/2021,13:55:47,Light Hoodie - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Hoodie,8,2021
5488,5488,R-S-3737,26/08/2021,13:55:47,Super Oversized Zip-Up Hoodie - Stone - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,Low,0,LB,Local shipping,Iphone,129,129,Hoodie,8,2021
5489,5489,R-S-3738,26/08/2021,15:41:37,Basic Tshirt - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Manual,0,0,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5490,5490,R-S-3738,26/08/2021,15:41:37,Longsleeve Statement Tshirt - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39,1,1,0,Manual,0,0,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5491,5491,R-S-3738,26/08/2021,15:41:37,Second Skin Tank Top - Stone - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12,1,1,0,Custom,0,Low,1.5,LB,Local shipping,Web,70,71.5,Top,8,2021
5492,5492,R-S-3739,27/08/2021,12:43:40,Light Hoodie -Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Hoodie,8,2021
5493,5493,R-S-3739,27/08/2021,12:43:40,Oversized Shirt - Tie Dye - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,1.5,LB,Local shipping,Web,94,95.5,Sweat Pants,8,2021
5494,5494,R-S-3740,27/08/2021,13:08:44,Oversized Cotton T-shirt - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Manual,0,Low,1.5,LB,Local shipping,Android,22,23.5,Sweat Pants,8,2021
5495,5495,R-S-3741,27/08/2021,13:52:23,Super Oversized Zip-Up Hoodie - Taupe - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,1.5,LB,Local shipping,Shopify_draft_order,49,50.5,Hoodie,8,2021
5496,5496,R-S-3742,27/08/2021,13:56:08,Oversized Shirt - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,1.5,LB,Local shipping,Shopify_draft_order,49,50.5,Sweat Pants,8,2021
5497,5497,R-S-3743,27/08/2021,22:19:25,Oversized Cotton T-shirt with Pocket - Berry Nude - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5498,5498,R-S-3743,27/08/2021,22:19:25,Ribbed Leggings - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,Local shipping,Iphone,0,0,Leggings,8,2021
5499,5499,R-S-3744,28/08/2021,13:37:56,Light Basic Sweatpants - Taupe - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Cash,0,Low,0,LB,Local shipping,Pos,80,80,Sweat Pants,8,2021
5500,5500,R-S-3744,28/08/2021,13:37:56,Light Hoodie - Taupe - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Cash,0,0,0,LB,Local shipping,Pos,0,0,Hoodie,8,2021
5501,5501,R-S-3745,29/08/2021,0:33:14,Alpha Basic Longsleeve Tshirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29,1,1,0,Cash,0,0,0,LB,Local shipping,Pos,0,0,Sweat Pants,8,2021
5502,5502,R-S-3745,29/08/2021,0:33:14,Alpha Basic Longsleeve Tshirt - White - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,29,1,1,22,Manual,108,Low,1.5,LB,Local shipping,Android,260,261.5,Sweat Pants,8,2021
5503,5503,R-S-3745,29/08/2021,0:33:14,Basic Hoodie Sweat Coord - Emerald - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,79,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Hoodie,8,2021
5504,5504,R-S-3745,29/08/2021,0:33:14,Oversized Cotton T-shirt - Mocha - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Pending,22,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweat Pants,8,2021
5505,5505,R-S-3745,29/08/2021,0:33:14,Oversized Cotton T-shirt - Taupe - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweat Pants,8,2021
5506,5506,R-S-3745,29/08/2021,0:33:14,Super Oversized Sweat Coord - Black - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,79,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweat Coord,8,2021
5507,5507,R-S-3746,29/08/2021,5:29:42,Second Skin T-Shirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12,1,1,0,Custom,0,Low,1.5,LB,Local shipping,Web,12,13.5,Sweat Pants,8,2021
5508,5508,R-S-3747,29/08/2021,12:58:21,Oversized Polo Shirt - Porcelain - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,8,2021
5509,5509,R-S-3747,29/08/2021,12:58:21,Polo Shirt - Aqua - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,8,2021
5510,5510,R-S-3747,29/08/2021,12:58:21,Polo Shirt - Cotton Candy - S,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,148.5,Custom,0,Low,1.5,LB,Local shipping,Shopify_draft_order,147,148.5,Sweat Pants,8,2021
5511,5511,R-S-3748,29/08/2021,15:42:12,Basic Tshirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,Low,1.5,LB,Local shipping,Web,50,51.5,Sweat Pants,8,2021
5512,5512,R-S-3748,29/08/2021,15:42:12,Ribbed Shorts - Stone - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Shorts,8,2021
5513,5513,R-S-3748,29/08/2021,15:42:12,Second Skin Tank Top - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Top,8,2021
5514,5514,R-S-3749,30/08/2021,14:00:07,Longsleeve Statement Tshirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39,1,1,0,Custom,0,Low,1.5,LB,Local shipping,Shopify_draft_order,39,40.5,Sweat Pants,8,2021
5515,5515,R-S-3750,30/08/2021,14:33:31,Oversized Polo Shirt - Forest Green - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,8,2021
5516,5516,R-S-3750,30/08/2021,14:33:31,Oversized Polo Shirt - Purple - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,98,2,2,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,8,2021
5517,5517,R-S-3750,30/08/2021,14:33:31,Polo Shirt - Aqua - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,49,Custom,0,Low,1.5,LB,Local shipping,Shopify_draft_order,220.5,222,Sweat Pants,8,2021
5518,5518,R-S-3750,30/08/2021,14:33:31,Polo Shirt - Orchid - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,8,2021
5519,5519,R-S-3751,30/08/2021,14:51:29,Oversized Polo Shirt - Heather Grey - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,1.5,LB,Local shipping,Web,98,99.5,Sweat Pants,8,2021
5520,5520,R-S-3751,30/08/2021,14:51:29,Oversized Polo Shirt - Purple - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,8,2021
5521,5521,R-S-3752,30/08/2021,19:19:02,Light Palazzo Sweat Pants - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Pending,42,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Pants,8,2021
5522,5522,R-S-3752,30/08/2021,19:19:02,Oversized Cotton T-shirt with Pocket - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Pending,35,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,8,2021
5523,5523,R-S-3752,30/08/2021,19:19:02,Palazzo Sweat Coord - Orchid - S,Yes,Not Cancelled,USD,Pending,Unfulfilled,Pending,79,1,1,157.5,Custom,0,Low,1.5,LB,Local shipping,Web,156,157.5,Sweat Coord,8,2021
5524,5524,R-S-3753,30/08/2021,22:44:07,Light Basic Sweatpants - Lavender - M,Yes,Not Cancelled,USD,Pending,Unfulfilled,Pending,35,1,1,38,Custom,0,Low,3,LB,Local shipping,Web,35,38,Sweat Pants,8,2021
5525,5525,R-S-3754,31/08/2021,15:01:27,Black Statement Sweatshirt - Waist Length - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,49,52,Sweatshirt,8,2021
5526,5526,R-S-3755,31/08/2021,20:59:50,Alpha Basic Longsleeve Tshirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,8,2021
5527,5527,R-S-3755,31/08/2021,20:59:50,Oversized Polo Shirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,8,2021
5528,5528,R-S-3755,31/08/2021,20:59:50,Oversized Polo Shirt - Olive - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,Low,3,LB,Local shipping,Iphone,216,219,Sweat Pants,8,2021
5529,5529,R-S-3755,31/08/2021,20:59:50,Oversized Polo Shirt - Porcelain - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5530,5530,R-S-3755,31/08/2021,20:59:50,Second Skin High Neck T-Shirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14,1,1,0,Manual,0,0,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5531,5531,R-S-3755,31/08/2021,20:59:50,Second Skin High Neck T-Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14,1,1,0,Manual,0,0,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5532,5532,R-S-3755,31/08/2021,20:59:50,Second Skin Tank Top - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12,1,1,0,Manual,0,0,0,LB,Local shipping,Iphone,0,0,Top,8,2021
5533,5533,R-S-3756,31/08/2021,22:26:04,Oversized Polo Shirt - Forest Green - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,Local shipping,Iphone,0,0,Sweat Pants,8,2021
5534,5534,R-S-3756,31/08/2021,22:26:04,Oversized Polo Shirt - Porcelain - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,98,101,Sweat Pants,8,2021
5535,5535,R-S-3757,01/09/2021,0:05:47,Oversized Shirt - Sage - M,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,49,Manual,0,Low,0,LB,Local shipping,Android,49,49,Sweat Pants,9,2021
5536,5536,R-S-3758,01/09/2021,1:30:40,Light Basic Sweatpants - Lavender - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,35,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweat Pants,9,2021
5537,5537,R-S-3758,01/09/2021,1:30:40,Light Sweatshirt - Lavender - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,40,1,1,0,Custom,75,Low,3,LB,Local shipping,Web,75,78,Sweatshirt,9,2021
5538,5538,R-S-3759,01/09/2021,11:19:18,Extra delivery charge,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,2,1,0,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,9,2021
5539,5539,R-S-3759,01/09/2021,11:19:18,Polo Shirt - Cotton Candy - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,Low,3,LB,Local shipping,Android,100,103,Sweat Pants,9,2021
5540,5540,R-S-3759,01/09/2021,11:19:18,Polo Shirt - Orchid - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweat Pants,9,2021
5541,5541,R-S-3760,01/09/2021,11:22:22,Second Skin Tank Top - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12,1,1,0,Manual,0,Low,0,LB,Local shipping,Android,0,0,Top,9,2021
5542,5542,R-S-3761,01/09/2021,13:26:59,Light Basic Sweatpants - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweat Pants,9,2021
5543,5543,R-S-3761,01/09/2021,13:26:59,Oversized Cotton T-shirt - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweat Pants,9,2021
5544,5544,R-S-3761,01/09/2021,13:26:59,Ribbed Shorts - Lavender - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,19,1,1,0,Cash,22,Low,0,LB,Local shipping,Pos,125,125,Shorts,9,2021
5545,5545,R-S-3761,01/09/2021,13:26:59,Super Oversized Zip-Up Hoodie - Lavender - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Cash,0,0,0,LB,Local shipping,Pos,0,0,Hoodie,9,2021
5546,5546,R-S-3762,01/09/2021,16:59:07,Light Basic Sweatpants - Lavender - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,79,82,Sweat Pants,9,2021
5547,5547,R-S-3762,01/09/2021,16:59:07,Oversized Cotton T-shirt - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,9,2021
5548,5548,R-S-3762,01/09/2021,16:59:07,Ribbed Leggings - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Leggings,9,2021
5549,5549,R-S-3763,01/09/2021,17:26:10,Ribbed Leggings - Black - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,51,54,Leggings,9,2021
5550,5550,R-S-3763,01/09/2021,17:26:10,Statement Tshirt - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,9,2021
5551,5551,R-S-3764,02/09/2021,9:02:35,Light Hoodie - Lavender - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,45,1,1,0,Custom,35,Low,3,LB,Local shipping,Web,80,83,Hoodie,9,2021
5552,5552,R-S-3764,02/09/2021,9:02:35,Light Ribbed Sweatpants - Lavender - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,9,2021
5553,5553,R-S-3765,02/09/2021,10:18:57,Light Ribbed Sweatpants - Lavender - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,84,87,Sweat Pants,9,2021
5554,5554,R-S-3765,02/09/2021,10:18:57,Super Oversized Zip-Up Hoodie - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Hoodie,9,2021
5555,5555,R-S-3766,02/09/2021,12:44:49,Black Prayer Set,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,55,1,1,187,Manual,0,Low,3,LB,Local shipping,Android,184,187,Set,9,2021
5556,5556,R-S-3766,02/09/2021,12:44:49,Oversized Polo Shirt - Porcelain - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweat Pants,9,2021
5557,5557,R-S-3766,02/09/2021,12:44:49,Oversized Polo Shirt - Scarlet - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweat Pants,9,2021
5558,5558,R-S-3766,02/09/2021,12:44:49,Ribbed Shorts - Black - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,19,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Shorts,9,2021
5559,5559,R-S-3766,02/09/2021,12:44:49,Second Skin Tank Top - Stone - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,12,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Top,9,2021
5560,5560,R-S-3767,02/09/2021,17:54:49,Light Hoodie - Sapphire - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,94,97,Hoodie,9,2021
5561,5561,R-S-3767,02/09/2021,17:54:49,Oversized Shirt - Rose Water - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,9,2021
5562,5562,R-S-3768,03/09/2021,13:42:54,Oversized Shirt - Porcelain - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,Low,3,LB,Local shipping,Android,49,52,Sweat Pants,9,2021
5563,5563,R-S-3769,03/09/2021,15:53:39,Super Oversized Zip-Up Hoodie - Black - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,49,52,Hoodie,9,2021
5564,5564,R-S-3770,03/09/2021,16:18:57,Oversized Polo Shirt - Porcelain - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,9,2021
5565,5565,R-S-3770,03/09/2021,16:18:57,Polo Shirt - Cotton Candy - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Cash,0,Low,0,LB,Local shipping,Pos,147,147,Sweat Pants,9,2021
5566,5566,R-S-3770,03/09/2021,16:18:57,Polo Shirt - White - firsl batch - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Cash,0,0,0,LB,Local shipping,Pos,0,0,Sweat Pants,9,2021
5567,5567,R-S-3771,04/09/2021,10:36:54,Oversized Shirt - Tie Dye - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Manual,49,Low,3,LB,Local shipping,Android,49,52,Sweat Pants,9,2021
