,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category,Month of Order,Year of Order
5012,R-S-3580,2021-08-01,17:37:54,Light Palazzo Sweat Pants - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants,8,2021
5013,R-S-3580,2021-08-01,17:37:54,Oversized Cotton T-shirt with Pocket - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Manual,0.0,Low,1.5,LB,Local shipping,Android,77.0,78.5,Sweat Pants,8,2021
5014,R-S-3581,2021-08-01,18:13:47,Second Skin T-Shirt - Stone - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Manual,0.0,Low,1.5,LB,Local shipping,Android,12.0,13.5,Sweat Pants,8,2021
5015,R-S-3582,2021-08-01,21:46:30,Palazzo Sweat Coord - Grey Marl - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,79.0,80.5,Sweat Coord,8,2021
5016,R-S-3583,2021-08-01,22:27:49,Oversized Cotton T-shirt - Berry Nude - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,93.0,94.5,Sweat Pants,8,2021
5017,R-S-3583,2021-08-01,22:27:49,Ribbed Leggings - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Leggings,8,2021
5018,R-S-3583,2021-08-01,22:27:49,Super Oversized Zip-Up Hoodie - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,8,2021
5019,R-S-3584,2021-08-02,00:32:48,Beta Basic Longsleeve Tshirt - White - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5020,R-S-3584,2021-08-02,00:32:48,Second Skin High Neck T-Shirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,60.0,Manual,0.0,Low,1.5,LB,Local shipping,Android,143.0,144.5,Sweat Pants,8,2021
5021,R-S-3584,2021-08-02,00:32:48,Second Skin High Neck T-Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Sweat Pants,8,2021
5022,R-S-3584,2021-08-02,00:32:48,Second Skin High Neck Tank Top - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Top,8,2021
5023,R-S-3584,2021-08-02,00:32:48,Second Skin Tank Top - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,6,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Top,8,2021
5024,R-S-3585,2021-08-02,00:37:44,Ribbed Leggings - Stone - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,22.0,23.5,Leggings,8,2021
5025,R-S-3586,2021-08-02,12:20:32,Light Basic Sweatpants - Taupe - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,84.0,85.5,Sweat Pants,8,2021
5026,R-S-3586,2021-08-02,12:20:32,Super Oversized Zip-Up Hoodie - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,8,2021
5027,R-S-3587,2021-08-02,14:24:29,Light Ribbed Sweatpants - Lavender - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5028,R-S-3587,2021-08-02,14:24:29,Oversized Cotton T-shirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,106.0,107.5,Sweat Pants,8,2021
5029,R-S-3587,2021-08-02,14:24:29,Super Oversized Zip-Up Hoodie - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,8,2021
5030,R-S-3588,2021-08-02,14:47:51,Second Skin High Neck T-Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5031,R-S-3588,2021-08-02,14:47:51,Second Skin High Neck Tank Top - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,8,2021
5032,R-S-3588,2021-08-02,14:47:51,Second Skin High Neck Tank Top - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,8,2021
5033,R-S-3588,2021-08-02,14:47:51,Second Skin High Neck Tank Top - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,70.0,71.5,Top,8,2021
5034,R-S-3588,2021-08-02,14:47:51,Second Skin High Neck Tank Top - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,8,2021
5035,R-S-3589,2021-08-02,15:59:30,Oversized Cotton T-shirt with Pocket - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,2,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5036,R-S-3589,2021-08-02,15:59:30,Oversized Cotton T-shirt with Pocket - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,2,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5037,R-S-3589,2021-08-02,15:59:30,Polo Shirt - Cotton Candy - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,35.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,211.0,212.5,Sweat Pants,8,2021
5038,R-S-3589,2021-08-02,15:59:30,Ribbed Leggings - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Leggings,8,2021
5039,R-S-3590,2021-08-02,16:46:03,Second Skin T-Shirt - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5040,R-S-3590,2021-08-02,16:46:03,Second Skin T-Shirt - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5041,R-S-3590,2021-08-02,16:46:03,Second Skin T-Shirt - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5042,R-S-3590,2021-08-02,16:46:03,Second Skin Tank Top - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,8,2021
5043,R-S-3590,2021-08-02,16:46:03,Second Skin Tank Top - Taupe - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,72.0,73.5,Top,8,2021
5044,R-S-3590,2021-08-02,16:46:03,Second Skin Tank Top - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,8,2021
5045,R-S-3591,2021-08-03,01:07:55,Light Basic Sweatpants - Taupe - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,80.0,Low,1.5,LB,Local shipping,Web,80.0,81.5,Sweat Pants,8,2021
5046,R-S-3591,2021-08-03,01:07:55,Light Hoodie - Taupe - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,8,2021
5047,R-S-3592,2021-08-03,09:00:03,Second Skin High Neck T-Shirt - White - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5048,R-S-3592,2021-08-03,09:00:03,Second Skin T-Shirt - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,26.0,27.5,Sweat Pants,8,2021
5049,R-S-3593,2021-08-03,09:46:02,Basic Hoodie Sweat Coord - Black - M / Heavy,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,19.0,Low,1.5,LB,Local shipping,Web,252.0,253.5,Hoodie,8,2021
5050,R-S-3593,2021-08-03,09:46:02,Basic Tshirt - White - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,19.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5051,R-S-3593,2021-08-03,09:46:02,Light Ribbed Sweatpants - Mocha - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5052,R-S-3593,2021-08-03,09:46:02,Light Sweatshirt - Mocha - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,8,2021
5053,R-S-3593,2021-08-03,09:46:02,Super Oversized Sweat Coord - Emerald - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Coord,8,2021
5054,R-S-3595,2021-08-03,11:12:18,Ribbed Leggings - Lavender - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Manual,0.0,Low,0.0,LB,Local shipping,Android,66.0,66.0,Leggings,8,2021
5055,R-S-3595,2021-08-03,11:12:18,Super Oversized Zip-Up Hoodie - Lavender - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Hoodie,8,2021
5056,R-S-3596,2021-08-03,11:14:37,Navy & Fuschia Fighter Sweatshirt - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Sweatshirt,8,2021
5057,R-S-3596,2021-08-03,11:14:37,Oxblood Statement Sweatshirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Shopify_draft_order,110.0,111.5,Sweatshirt,8,2021
5058,R-S-3597,2021-08-03,12:07:10,Black Crepe Wide Pants - S,No,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Cash,75.0,Low,0.0,LB,Local shipping,Pos,75.0,75.0,Pants,8,2021
5059,R-S-3597,2021-08-03,12:07:10,Hi-Lo Top - White / M,No,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,30.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Top,8,2021
5060,R-S-3598,2021-08-03,12:22:34,Second Skin T-Shirt - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,12.0,1,1,24.0,Manual,0.0,Low,1.5,LB,Local shipping,Iphone,48.0,49.5,Sweat Pants,8,2021
5061,R-S-3598,2021-08-03,12:22:34,Second Skin T-Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,12.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants,8,2021
5062,R-S-3598,2021-08-03,12:22:34,Second Skin Tank Top - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Top,8,2021
5063,R-S-3598,2021-08-03,12:22:34,Second Skin Tank Top - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Top,8,2021
5064,R-S-3599,2021-08-03,13:01:24,Oversized Cotton T-shirt - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants,8,2021
5065,R-S-3599,2021-08-03,13:01:24,Second Skin T-Shirt - Stone - L,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,12.0,1,1,0.0,Manual,34.0,Low,1.5,LB,Local shipping,Iphone,34.0,35.5,Sweat Pants,8,2021
5066,R-S-3600,2021-08-03,13:09:16,Emerald & Fuschia Fighter Sweatshirt - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Manual,0.0,Low,1.5,LB,Local shipping,Iphone,55.0,56.5,Sweatshirt,8,2021
5067,R-S-3601,2021-08-03,13:55:18,Second Skin Tank Top - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,12.0,13.5,Top,8,2021
5068,R-S-3602,2021-08-03,15:47:48,Second Skin High Neck Tank Top - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,8,2021
5069,R-S-3602,2021-08-03,15:47:48,Second Skin High Neck Tank Top - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,28.0,29.5,Top,8,2021
5070,R-S-3603,2021-08-03,15:54:26,Light Basic Sweatpants - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5071,R-S-3603,2021-08-03,15:54:26,Light Basic Sweatpants - Lavender - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,35.0,Custom,0.0,Low,1.5,LB,Local shipping,Shopify_draft_order,168.0,169.5,Sweat Pants,8,2021
5072,R-S-3603,2021-08-03,15:54:26,Super Oversized Zip-Up Hoodie - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie,8,2021
5073,R-S-3603,2021-08-03,15:54:26,Super Oversized Zip-Up Hoodie - Lavender - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie,8,2021
5074,R-S-3604,2021-08-03,16:01:12,Light Palazzo Sweat Pants - Taupe - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Pants,8,2021
5075,R-S-3604,2021-08-03,16:01:12,Longsleeve Fighter Tshirt - Black - L,No,Cancelled,USD,Pending,Fulfilled,Fulfilled,39.0,1,1,302.0,Custom,0.0,Low,0.0,LB,Local shipping,Pos,302.0,302.0,Sweat Pants,8,2021
5076,R-S-3604,2021-08-03,16:01:12,Longsleeve Fighter Tshirt - White - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,39.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants,8,2021
5077,R-S-3604,2021-08-03,16:01:12,Oversized Cotton T-shirt with Pocket - Taupe - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants,8,2021
5078,R-S-3604,2021-08-03,16:01:12,Oversized Polo Shirt - Black - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants,8,2021
5079,R-S-3604,2021-08-03,16:01:12,Oversized Polo Shirt - Forest Green - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants,8,2021
5080,R-S-3604,2021-08-03,16:01:12,Polo Shirt - Aqua - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants,8,2021
5081,R-S-3605,2021-08-03,16:05:07,Light Hoodie - Stone - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Hoodie,8,2021
5082,R-S-3605,2021-08-03,16:05:07,Ribbed Leggings - Black - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,116.0,117.5,Leggings,8,2021
5083,R-S-3605,2021-08-03,16:05:07,Super Oversized Zip-Up Hoodie - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,8,2021
5084,R-S-3606,2021-08-03,20:33:57,Ribbed Shorts - Sapphire - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19.0,1,1,0.0,Manual,0.0,Low,1.5,LB,Local shipping,Iphone,19.0,20.5,Shorts,8,2021
5085,R-S-3607,2021-08-04,00:00:10,Light Basic Sweatpants - Lavender - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,106.0,Low,1.5,LB,Local shipping,Web,106.0,107.5,Sweat Pants,8,2021
5086,R-S-3607,2021-08-04,00:00:10,Oversized Cotton T-shirt - White - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5087,R-S-3607,2021-08-04,00:00:10,Super Oversized Zip-Up Hoodie - Lavender - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,8,2021
5088,R-S-3608,2021-08-04,12:19:33,Beta Basic Longsleeve Tshirt - White - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,29.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5089,R-S-3608,2021-08-04,12:19:33,Light Hoodie - Stone - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,67.0,Low,1.5,LB,Local shipping,Web,96.0,97.5,Hoodie,8,2021
5090,R-S-3608,2021-08-04,12:19:33,Ribbed Leggings - Stone - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Leggings,8,2021
5091,R-S-3609,2021-08-04,13:41:22,Light Ribbed Sweatpants - Mocha - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5092,R-S-3609,2021-08-04,13:41:22,Light Sweatshirt - Mocha - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,8,2021
5093,R-S-3609,2021-08-04,13:41:22,Longsleeve Fighter Tshirt - White - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,234.0,235.5,Sweat Pants,8,2021
5094,R-S-3609,2021-08-04,13:41:22,Oversized Polo Shirt - Purple - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5095,R-S-3609,2021-08-04,13:41:22,Ribbed Leggings - Lavender - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Leggings,8,2021
5096,R-S-3609,2021-08-04,13:41:22,Super Oversized Zip-Up Hoodie - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,8,2021
5097,R-S-3610,2021-08-04,17:36:44,Light Basic Sweatpants - Taupe - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,168.0,169.5,Sweat Pants,8,2021
5098,R-S-3610,2021-08-04,17:36:44,Light Ribbed Sweatpants - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5099,R-S-3610,2021-08-04,17:36:44,Super Oversized Zip-Up Hoodie - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,8,2021
5100,R-S-3610,2021-08-04,17:36:44,Super Oversized Zip-Up Hoodie - Taupe - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,8,2021
5101,R-S-3611,2021-08-04,19:58:18,Light Hoodie - Lavender - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,138.0,139.5,Hoodie,8,2021
5102,R-S-3611,2021-08-04,19:58:18,Ribbed Leggings - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Leggings,8,2021
5103,R-S-3611,2021-08-04,19:58:18,Ribbed Leggings - Lavender - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Leggings,8,2021
5104,R-S-3611,2021-08-04,19:58:18,Super Oversized Zip-Up Hoodie - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,8,2021
5105,R-S-3612,2021-08-05,11:28:43,Light Basic Sweatpants - Lavender - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,Low,1.5,LB,Local shipping,Web,181.0,182.5,Sweat Pants,8,2021
5106,R-S-3612,2021-08-05,11:28:43,Light Sweatshirt - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,8,2021
5107,R-S-3612,2021-08-05,11:28:43,Longsleeve Fighter Tshirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5108,R-S-3612,2021-08-05,11:28:43,Longsleeve Me Here Now Tshirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5109,R-S-3612,2021-08-05,11:28:43,Second Skin High Neck Tank Top - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,8,2021
5110,R-S-3612,2021-08-05,11:28:43,Second Skin High Neck Tank Top - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,8,2021
5111,R-S-3613,2021-08-05,13:11:47,Light Basic Sweatpants - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,8,2021
5112,R-S-3613,2021-08-05,13:11:47,Light Palazzo Sweat Pants - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants,8,2021
5113,R-S-3613,2021-08-05,13:11:47,Ribbed Leggings - Black - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Manual,0.0,Low,1.5,LB,Local shipping,Android,148.0,149.5,Leggings,8,2021
5114,R-S-3613,2021-08-05,13:11:47,Super Oversized Zip-Up Hoodie - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Hoodie,8,2021
5115,R-S-3614,2021-08-05,14:11:51,Basic Sleeveless Top-Black Pique,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,15.0,15.0,Top,8,2021
