,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category
4326,R-S-3362,2021-07-04,23:19:25,Ribbed Shorts - Mocha - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shorts
4327,R-S-3363,2021-07-05,10:30:00,Light Ribbed Sweatpants - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4328,R-S-3363,2021-07-05,10:30:00,Light Sweatshirt - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt
4329,R-S-3363,2021-07-05,10:30:00,Light Sweatshirt - Mocha - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt
4330,R-S-3363,2021-07-05,10:30:00,Oversized Cotton T-shirt - Mocha - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,152.0,153.0,Sweat Pants
4331,R-S-3363,2021-07-05,10:30:00,Ribbed Shorts - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shorts
4332,R-S-3364,2021-07-05,12:07:18,Light Ribbed Sweatpants - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4333,R-S-3364,2021-07-05,12:07:18,Light Ribbed Sweatpants - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4334,R-S-3364,2021-07-05,12:07:18,Light Ribbed Sweatpants - Lavender - L,Yes,Cancelled,USD,Voided,Fulfilled,Fulfilled,35.0,1,1,304.0,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,304.0,304.0,Sweat Pants
4335,R-S-3364,2021-07-05,12:07:18,Light Sweatshirt - Black - M,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt
4336,R-S-3364,2021-07-05,12:07:18,Light Sweatshirt - Lavender - S,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt
4337,R-S-3364,2021-07-05,12:07:18,Oversized Cotton T-shirt - Black - M,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4338,R-S-3364,2021-07-05,12:07:18,Ribbed Leggings - Black - L,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Leggings
4339,R-S-3364,2021-07-05,12:07:18,Second Skin High Neck Tank Top - White - M,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Top
4340,R-S-3364,2021-07-05,12:07:18,Second Skin T-Shirt - White - M,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,12.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4341,R-S-3364,2021-07-05,12:07:18,Super Oversized Zip-Up Hoodie - Black - M,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie
4342,R-S-3365,2021-07-05,13:18:44,Light Hoodie - Mocha - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,122.0,Low,1.0,LB,Local shipping,Shopify_draft_order,171.0,172.0,Hoodie
4343,R-S-3365,2021-07-05,13:18:44,Light Palazzo Sweat Pants - Berry Nude - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Pants
4344,R-S-3365,2021-07-05,13:18:44,Light Ribbed Sweatpants - Mocha - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4345,R-S-3365,2021-07-05,13:18:44,Super Oversized Zip-Up Hoodie - Berry Nude - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie
4346,R-S-3366,2021-07-05,14:51:17,Light Hoodie - Sapphire - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie
4347,R-S-3366,2021-07-05,14:51:17,Light Palazzo Sweat Pants - Taupe - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Pants
4348,R-S-3366,2021-07-05,14:51:17,Oversized Cotton T-shirt with Pocket - Taupe - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,192.0,193.0,Sweat Pants
4349,R-S-3366,2021-07-05,14:51:17,Ribbed Leggings - Sapphire - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Leggings
4350,R-S-3366,2021-07-05,14:51:17,Second Skin Tank Top - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,2,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top
4351,R-S-3366,2021-07-05,14:51:17,Second Skin Tank Top - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,12.0,2,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top
4352,R-S-3367,2021-07-05,17:36:11,White Statement Sweatshirt - Waist Length - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Shopify_draft_order,49.0,50.0,Sweatshirt
4353,R-S-3368,2021-07-06,12:47:40,Light Basic Sweatpants - Mocha - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4354,R-S-3368,2021-07-06,12:47:40,Light Basic Sweatpants - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,2,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4355,R-S-3368,2021-07-06,12:47:40,Light Ribbed Sweatpants - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4356,R-S-3368,2021-07-06,12:47:40,Light Sweatshirt - Black - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,124.0,Low,1.0,LB,Local shipping,Shopify_draft_order,407.0,408.0,Sweatshirt
4357,R-S-3368,2021-07-06,12:47:40,Light Sweatshirt - Black - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt
4358,R-S-3368,2021-07-06,12:47:40,Light Sweatshirt - Mocha - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt
4359,R-S-3368,2021-07-06,12:47:40,Oversized Polo Shirt - White - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4360,R-S-3368,2021-07-06,12:47:40,Super Oversized Zip-Up Hoodie - Stone - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie
4361,R-S-3368,2021-07-06,12:47:40,Super Oversized Zip-Up Hoodie - Stone - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie
4362,R-S-3369,2021-07-06,22:42:04,Fighter Tshirt - White - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,29.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4363,R-S-3369,2021-07-06,22:42:04,Light Basic Sweatpants - Berry Nude - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4364,R-S-3369,2021-07-06,22:42:04,Light Basic Sweatpants - Sapphire - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,262.0,263.0,Sweat Pants
4365,R-S-3369,2021-07-06,22:42:04,Light Ribbed Sweatpants - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4366,R-S-3369,2021-07-06,22:42:04,Light Sweatshirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt
4367,R-S-3369,2021-07-06,22:42:04,Longsleeve Statement Tshirt - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4368,R-S-3369,2021-07-06,22:42:04,Super Oversized Zip-Up Hoodie - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4369,R-S-3370,2021-07-07,08:22:53,Light Ribbed Sweatpants - Mocha - L,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35.0,1,1,79.0,Custom,71.1,Low,1.0,LB,Local shipping,Web,225.1,226.1,Sweat Pants
4370,R-S-3370,2021-07-07,08:22:53,Light Sweatshirt - Mocha - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt
4371,R-S-3370,2021-07-07,08:22:53,Linen Ruby Coord Set - Navy - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Pending,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Set
4372,R-S-3370,2021-07-07,08:22:53,Linen Ruby Coord Set - Navy - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Set
4373,R-S-3371,2021-07-07,15:42:16,Jenna Oversized Maxi Shirtdress - Dust Rose,No,Cancelled,USD,Voided,Fulfilled,Fulfilled,95.0,1,1,96.0,Custom,0.0,Low,1.0,LB,Local shipping,Shopify_draft_order,95.0,96.0,Shirtdress
4374,R-S-3372,2021-07-07,17:30:14,Gold Ella Asymmetric Dress - OS,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,110.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Dress
4375,R-S-3372,2021-07-07,17:30:14,Tan Ruffled Shirt - L,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4376,R-S-3372,2021-07-07,17:30:14,Tan Wide Pants - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,160.0,160.0,Pants
4377,R-S-3373,2021-07-07,20:04:12,Light Basic Sweatpants - Stone - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
4378,R-S-3373,2021-07-07,20:04:12,Me Here Now Tshirt - White - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,29.0,1,1,0.0,Custom,113.0,Low,1.0,LB,Local shipping,Web,184.0,185.0,Sweat Pants
4379,R-S-3373,2021-07-07,20:04:12,Ribbed Leggings - Sapphire - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Leggings
4380,R-S-3373,2021-07-07,20:04:12,Super Oversized Zip-Up Hoodie - Sapphire - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4381,R-S-3373,2021-07-07,20:04:12,Super Oversized Zip-Up Hoodie - Stone - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4382,R-S-3374,2021-07-07,22:33:09,Light Palazzo Sweat Pants - Berry Nude - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants
4383,R-S-3374,2021-07-07,22:33:09,Oversized Cotton T-shirt - Berry Nude - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4384,R-S-3374,2021-07-07,22:33:09,Oversized Cotton T-shirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,135.0,136.0,Sweat Pants
4385,R-S-3374,2021-07-07,22:33:09,Super Oversized Zip-Up Hoodie - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4386,R-S-3375,2021-07-07,22:40:34,Light Palazzo Sweat Pants - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants
4387,R-S-3375,2021-07-07,22:40:34,Super Oversized Zip-Up Hoodie - Berry Nude - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,Low,1.0,LB,Local shipping,Iphone,91.0,92.0,Hoodie
4388,R-S-3376,2021-07-07,23:33:02,Light Palazzo Sweat Pants - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Pants
4389,R-S-3376,2021-07-07,23:33:02,Oversized Cotton T-shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants
4390,R-S-3376,2021-07-07,23:33:02,Super Oversized Zip-Up Hoodie - Berry Nude - S,Yes,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,114.0,Low,1.0,LB,Local shipping,Web,113.0,114.0,Hoodie
4391,R-S-3377,2021-07-08,07:59:49,Fighter Tshirt - White - S,No,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,29.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4392,R-S-3377,2021-07-08,07:59:49,Ribbed Leggings - Black - M,No,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Leggings
4393,R-S-3377,2021-07-08,07:59:49,Super Oversized Zip-Up Hoodie - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,100.0,101.0,Hoodie
4394,R-S-3378,2021-07-08,10:16:17,Light Hoodie - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4395,R-S-3378,2021-07-08,10:16:17,Light Palazzo Sweat Pants - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants
4396,R-S-3378,2021-07-08,10:16:17,Light Palazzo Sweat Pants - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants
4397,R-S-3378,2021-07-08,10:16:17,Oversized Cotton T-shirt with Pocket - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4398,R-S-3378,2021-07-08,10:16:17,Oversized Cotton T-shirt with Pocket - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4399,R-S-3378,2021-07-08,10:16:17,Ribbed Leggings - Berry Nude - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,270.0,271.0,Leggings
4400,R-S-3378,2021-07-08,10:16:17,Super Oversized Zip-Up Hoodie - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4401,R-S-3379,2021-07-08,10:32:20,Ribbed Leggings - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,22.0,23.0,Leggings
4402,R-S-3380,2021-07-08,12:56:02,Light Palazzo Sweat Pants - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants
4403,R-S-3380,2021-07-08,12:56:02,Light Palazzo Sweat Pants - Berry Nude - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Shopify_draft_order,245.0,246.0,Pants
4404,R-S-3380,2021-07-08,12:56:02,Light Palazzo Sweat Pants - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Pants
4405,R-S-3380,2021-07-08,12:56:02,Oversized Cotton T-shirt with Pocket - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4406,R-S-3380,2021-07-08,12:56:02,Oversized Cotton T-shirt with Pocket - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
4407,R-S-3380,2021-07-08,12:56:02,Super Oversized Zip-Up Hoodie - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie
4408,R-S-3381,2021-07-08,12:58:11,Light Basic Sweatpants - Taupe - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,80.0,81.0,Sweat Pants
4409,R-S-3381,2021-07-08,12:58:11,Light Hoodie - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4410,R-S-3382,2021-07-08,12:58:17,Light Sweatshirt - Mocha - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt
4411,R-S-3382,2021-07-08,12:58:17,Ribbed Leggings - Mocha - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,77.0,78.0,Leggings
4412,R-S-3382,2021-07-08,12:58:17,Ribbed Shorts - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shorts
4413,R-S-3383,2021-07-08,15:20:30,Light Basic Sweatpants - Berry Nude - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,168.0,169.0,Sweat Pants
4414,R-S-3383,2021-07-08,15:20:30,Light Ribbed Sweatpants - Lavender - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4415,R-S-3383,2021-07-08,15:20:30,Super Oversized Zip-Up Hoodie - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4416,R-S-3383,2021-07-08,15:20:30,Super Oversized Zip-Up Hoodie - Lavender - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4417,R-S-3384,2021-07-08,16:22:51,Ribbed Leggings - Taupe - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,37.0,38.0,Leggings
4418,R-S-3384,2021-07-08,16:22:51,Ribbed Shorts - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shorts
4419,R-S-3385,2021-07-08,18:42:11,Basic Tshirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,110.0,111.0,Sweat Pants
4420,R-S-3385,2021-07-08,18:42:11,Light Palazzo Sweat Pants - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants
4421,R-S-3385,2021-07-08,18:42:11,Super Oversized Zip-Up Hoodie - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4422,R-S-3386,2021-07-08,19:17:07,Oversized Cotton T-shirt with Pocket - Berry Nude - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Manual,0.0,Low,1.0,LB,Local shipping,Iphone,35.0,36.0,Sweat Pants
4423,R-S-3387,2021-07-08,20:22:15,Light Basic Sweatpants - Mocha - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants
4424,R-S-3387,2021-07-08,20:22:15,Super Oversized Zip-Up Hoodie - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,Low,1.0,LB,Local shipping,Iphone,84.0,85.0,Hoodie
4425,R-S-3388,2021-07-08,23:33:54,Light Basic Sweatpants - Lavender - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,Low,1.0,LB,Local shipping,Web,80.0,81.0,Sweat Pants
4426,R-S-3388,2021-07-08,23:33:54,Light Hoodie - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
4427,R-S-3389,2021-07-09,00:07:44,Light Palazzo Sweat Pants - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants
4428,R-S-3389,2021-07-09,00:07:44,Light Palazzo Sweat Pants - Taupe - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants
4429,R-S-3389,2021-07-09,00:07:44,Oversized Cotton T-shirt - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
4430,R-S-3389,2021-07-09,00:07:44,Oversized Cotton T-shirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
